"country_name","cntry","iso3","macro_region","essyear","n","lr","vote_rate","trust","trstprl","trstplt","trstprt","stfgov","ipcrtiv","impfree","ipshabt","ipsuces","impsafe","ipstrgv","ipgdtim","ipudrst","ipeqopt","iphlppl","iplylfr","ipadvnt","ipbhprp","ipmodst","ipfrule","val_self_direction","val_stimulation","val_hedonism","val_power","val_security","val_universalism","val_benevolence","val_conservation","val_openness","val_self_transc","val_self_enh","openness","conservation","self_transc","self_enh"
"Belgium","BE","BEL","Western",2004,1778,4.33933933933934,0.915088576664631,3.98803827751196,4.00143884892086,3.75016436554898,3.75836680053548,4.13418986438258,2.59615384615385,2.12083568605308,3.09367945823928,3.45203160270881,2.36928289102202,2.49059829059829,2.49040632054176,2.29169022046354,1.97967250141163,2.23207227555054,1.78962210941906,4.02816901408451,2.38275084554679,2.53367289190719,3.33825198637911,2.36020293122886,4.02816901408451,2.49040632054176,2.49059829059829,2.36928289102202,2.13649182177101,2.01267605633803,2.83314532806919,2.96028169014084,2.0743661971831,2.81267605633803,2.96028169014084,2.83314532806919,2.0743661971831,2.81267605633803
"Belgium","BE","BEL","Western",2006,1798,4.28167994207096,0.929396662387677,4.09292565947242,4.13967766692249,3.85920104780616,3.81535407015222,4.31838565022421,2.72924791086351,2.16490250696379,3.14046822742475,3.14818941504178,2.53285077951002,2.51144611948632,2.56371730662215,2.32423398328691,1.97996661101836,2.11352253756261,1.76601671309192,3.89637883008357,2.56768802228412,2.53259052924791,3.21105527638191,2.44852531997774,3.89637883008357,2.56371730662215,2.51144611948632,2.53285077951002,2.15247634947134,1.94073455759599,2.85396957892784,2.96920793915786,2.04660545353367,2.74151363383417,2.96920793915786,2.85396957892784,2.04660545353367,2.74151363383417
"Belgium","BE","BEL","Western",2008,1760,4.3321087435709,0.921001926782274,3.86149117588737,3.9812108559499,3.63127413127414,3.5666235446313,3.56563094483196,2.71551230681168,2.16942384483742,3.06731317741015,3.14196123147092,2.50940170940171,2.55631789594054,2.6242873432155,2.27257142857143,2.02454337899544,2.08214489446663,1.79475484606614,3.8654503990878,2.51225071225071,2.54420992584141,3.192,2.44216524216524,3.8654503990878,2.6242873432155,2.55631789594054,2.50940170940171,2.14880273660205,1.93871151653364,2.82787274453941,2.97768281101614,2.04430199430199,2.77619589977221,2.97768281101614,2.82787274453941,2.04430199430199,2.77619589977221
"Belgium","BE","BEL","Western",2010,1704,4.39774436090226,0.885768985322272,3.69100660066007,3.79446064139942,3.44547257105089,3.46017116524029,3.11804613297151,2.67235294117647,2.1903642773208,3.22972972972973,3.19623971797885,2.52117647058824,2.5952802359882,2.59165687426557,2.36331569664903,2.00705882352941,2.06345475910693,1.73501762632197,3.90529411764706,2.5897586815774,2.50998824911868,3.2610489098409,2.43066980023502,3.90529411764706,2.59165687426557,2.5952802359882,2.52117647058824,2.18507638072855,1.89923619271445,2.87984723854289,2.97532314923619,2.0421562867215,2.79592636114375,2.97532314923619,2.87984723854289,2.0421562867215,2.79592636114375
"Belgium","BE","BEL","Western",2012,1869,4.39692522711391,0.893357708714199,4.03964588144727,4.09328358208955,3.78101265822785,3.75866336633663,4.2863403944485,2.63509149623251,2.08632707774799,3.0543887991384,3.04616210413312,2.38766756032171,2.41904249596557,2.58454106280194,2.29086021505376,2.00215053763441,2.02038626609442,1.75335120643432,3.73644659151906,2.52038626609442,2.38647342995169,3.15368081676518,2.36219839142091,3.73644659151906,2.58454106280194,2.41904249596557,2.38766756032171,2.14787976382179,1.88719185423365,2.74455162558057,2.89362272240086,2.01821103374397,2.68453018935334,2.89362272240086,2.74455162558057,2.01821103374397,2.68453018935334
"Belgium","BE","BEL","Western",2014,1769,4.37134283570893,0.903979785217941,3.89541489145871,3.98405466970387,3.59522229595222,3.61801446416831,3.93217993079584,2.60896708286039,2.12563667232598,3.10493477027793,3.08658743633277,2.47112117780295,2.44583096993761,2.55938914027149,2.32597623089983,2.03909348441926,2.0339558573854,1.74490950226244,3.85665722379603,2.52714932126697,2.43941109852775,3.15750708215297,2.36821266968326,3.85665722379603,2.55938914027149,2.44583096993761,2.47112117780295,2.18307866440294,1.88914027149321,2.79308069381599,2.92722473604827,2.03591628959276,2.69730392156863,2.92722473604827,2.79308069381599,2.03591628959276,2.69730392156863
"Belgium","BE","BEL","Western",2016,1766,4.34536082474227,0.919867549668874,3.9182769726248,4.01645474943904,3.7107969151671,3.63502245028865,4.07508532423208,2.56459874786568,2.09726962457338,3.11035267349261,3.06708357021035,2.53889835320841,2.48521046643914,2.62094479225953,2.2484366117112,2.04943181818182,1.99602498580352,1.75638841567291,3.71859010801592,2.56484641638225,2.45899772209567,3.24288964732651,2.33077796706417,3.71859010801592,2.62094479225953,2.48521046643914,2.53889835320841,2.14926220204313,1.87599318955732,2.83749527052592,2.88994513810064,2.01290414066931,2.72433712121212,2.88994513810064,2.83749527052592,2.01290414066931,2.72433712121212
"Belgium","BE","BEL","Western",2018,1767,4.38925199709513,0.882275997383911,4.0250863294739,4.04203539823009,3.79355687047995,3.81241830065359,4.22753623188406,2.5480386583286,2.16145537237067,3.06761363636364,3.02849002849003,2.55195911413969,2.5208452312964,2.61512222853894,2.23050654524758,2.04729344729345,2.01306076093129,1.77014755959137,3.68202502844141,2.58442296759523,2.42491467576792,3.26708428246014,2.35479296653432,3.68202502844141,2.61512222853894,2.5208452312964,2.55195911413969,2.13876276958002,1.89160045402951,2.82567593117792,2.88263376819815,2.01488939307998,2.72105561861521,2.88263376819815,2.82567593117792,2.01488939307998,2.72105561861521
"Belgium","BE","BEL","Western",2020,1341,4.43103448275862,0.875734676742233,3.88733333333333,3.977,3.62985332182916,3.61382799325464,4.14077669902913,2.44943820224719,2.02921348314607,3.12050898203593,3.08177044261065,2.55646970830217,2.55888972243061,2.58040388930441,2.16341829085457,1.93188622754491,1.8936329588015,1.73711725168036,3.77119279819955,2.60449438202247,2.40735183795949,3.35333833458365,2.2397157816006,3.77119279819955,2.58040388930441,2.55888972243061,2.55646970830217,2.04891710231516,1.81665421956684,2.85760517799353,2.86177495643515,1.932785660941,2.74028400597907,2.86177495643515,2.85760517799353,1.932785660941,2.74028400597907
"Belgium","BE","BEL","Western",2022,1594,4.35344827586207,0.869565217391304,3.84015659955257,3.8168776371308,3.61791044776119,3.52155172413793,3.85242121445042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bulgaria","BG","BGR","Eastern",2006,1400,3.69951923076923,0.684132841328413,1.72611865258924,1.85635359116022,1.53540856031128,1.55460218408736,2.49712879409352,3.07335907335907,2.53984962406015,2.44131097560976,2.53045489591365,2.14071856287425,1.76997759522031,3.32379518072289,2.59647779479326,2.19519519519519,2.28603603603603,1.87887963663891,3.82645259938838,2.33257403189066,2.62001504890895,2.68529862174579,2.8160237388724,3.82645259938838,3.32379518072289,1.76997759522031,2.14071856287425,2.40221402214022,2.09335793357934,2.48101343101343,3.33504650024474,2.24890270665691,2.55392516507704,3.33504650024474,2.48101343101343,2.24890270665691,2.55392516507704
"Bulgaria","BG","BGR","Eastern",2008,2230,4.24980605120248,0.72159090909091,1.57271587525466,1.60019455252918,1.46647509578544,1.51769268056229,1.99161735700197,3.21955806299953,2.5584835876098,2.48170449282075,2.52173913043478,2.04764086120018,1.78607420980302,3.42870285188592,2.58580159849553,2.29205175600739,2.17786012042612,1.866391184573,3.86948444031584,2.35057736720554,2.64983937586049,2.68467629250116,2.89876599634369,3.86948444031584,3.42870285188592,1.78607420980302,2.04764086120018,2.44361073215098,2.03112221717401,2.47019492293744,3.40694948578342,2.23925825418363,2.58873281981574,3.40694948578342,2.47019492293744,2.23925825418363,2.58873281981574
"Bulgaria","BG","BGR","Eastern",2010,2434,4.71028691392582,0.77971878994461,1.9705376344086,2.08652546191978,1.82895888013998,1.82750995134896,2.94041944709247,3.19093988145639,2.4793491864831,2.36610878661088,2.5300041963911,1.95916666666667,1.71774530271399,3.27253756260434,2.55179704016913,2.20460251046025,2.19758232596916,1.82421711899791,3.7956357532522,2.26437263953,2.56964656964657,2.53322048243758,2.85037251655629,3.7956357532522,3.27253756260434,1.71774530271399,1.95916666666667,2.38421706710853,2.01507641470467,2.36172915808268,3.30605998074013,2.20249381698269,2.51491408934708,3.30605998074013,2.36172915808268,2.20249381698269,2.51491408934708
"Bulgaria","BG","BGR","Eastern",2012,2260,4.39363241678727,0.738321995464853,1.75717795178873,1.8537983755375,1.62119081106423,1.67816635160681,2.37845849802371,3.08815426997245,2.38733031674208,2.33439781021898,2.43087557603686,1.94170808856756,1.72343324250681,3.38398544131028,2.44577757268113,2.14630811303555,2.10557317625736,1.74875056792367,3.76376146788991,2.22604309949565,2.52413479052823,2.58226102941176,2.74437949640288,3.76376146788991,3.38398544131028,1.72343324250681,1.94170808856756,2.30544309491678,1.93865168539326,2.34833183722322,3.30047106325707,2.12331838565023,2.52230205059123,3.30047106325707,2.34833183722322,2.12331838565023,2.52230205059123
"Bulgaria","BG","BGR","Eastern",2018,2198,4.53557312252965,0.798044009779951,2.09048982188295,2.26960784313726,1.94506562955761,1.95056289769946,2.64684777037417,3.59661196400212,2.88295165394402,2.74720812182741,2.9384376616658,2.36304780876494,2.20649416539827,3.68147013782542,3.00829875518672,2.74013326499231,2.57835630423686,2.1437875751503,4.03300670448685,2.68868407578085,3.0367610531545,2.96284829721362,3.24088669950739,4.03300670448685,3.68147013782542,2.20649416539827,2.36304780876494,2.86230807330362,2.357421875,2.76652892561983,3.64954337899543,2.60392581888247,2.93840223097113,3.64954337899543,2.76652892561983,2.60392581888247,2.93840223097113
"Bulgaria","BG","BGR","Eastern",2020,2718,4.67591564927858,0.714069591527988,2.05499564514122,2.07379929714955,1.87818041634541,1.96438146304098,2.58312447786132,2.70286351803644,2.32391223503161,2.34138187221397,2.54839910647803,2.17397769516729,1.97992565055762,2.92121887774062,2.54921700223714,2.12896011926947,2.26542750929368,1.88761127596439,3.39161098737936,2.56500742942051,2.94920281794587,2.6602086438152,2.51831298557159,3.39161098737936,2.92121887774062,1.97992565055762,2.17397769516729,2.33968900407257,2.07831547838936,2.53272928994083,2.94614910659273,2.20882570162482,2.48513996793686,2.94614910659273,2.53272928994083,2.20882570162482,2.48513996793686
"Bulgaria","BG","BGR","Eastern",2022,2239,4.45521835677276,0.673095014111007,2.2253478523896,2.30834114339269,2.05395348837209,2.12447940768163,2.52974238875878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Croatia","HR","HRV","Eastern",2008,1484,4.70787746170678,0.787323943661972,2.2752808988764,2.61997019374069,1.94480286738351,2.09334298118669,2.55367647058824,2.83717679944095,2.33495482974288,3.11203319502075,2.98958333333333,2.09882515549413,2.14325646401118,3.13031358885017,2.57538035961273,2.09116022099448,2.18351800554017,2.01748251748252,4.26917712691771,2.46972860125261,3.09610027855153,3.23517096999302,2.5878892733564,4.26917712691771,3.13031358885017,2.14325646401118,2.09882515549413,2.33723331039229,2.10297166551486,2.88525155065472,3.32941718498042,2.22334938101788,2.75581663211242,3.32941718498042,2.88525155065472,2.22334938101788,2.75581663211242
"Croatia","HR","HRV","Eastern",2010,1649,4.33087557603687,0.742182514358647,1.76978193146417,1.99213630406291,1.51616994292961,1.62683706070288,2.23591087811271,2.81669805398619,2.45866998135488,3.02924704418171,2.96894409937888,2.06257744733581,2.14752040175769,3.05059337913804,2.54862842892768,2.09236453201971,2.04019789734075,1.89685534591195,4.4672131147541,2.4,2.85492870427774,3.2173100871731,2.64254926108375,4.4672131147541,3.05059337913804,2.14752040175769,2.06257744733581,2.31857318573186,1.97755227552276,2.7960687960688,3.37978309801514,2.14825046040516,2.73061182729691,3.37978309801514,2.7960687960688,2.14825046040516,2.73061182729691
"Croatia","HR","HRV","Eastern",2018,1810,4.29839883551674,0.712507409602845,1.83509847640282,1.99824663939217,1.57159026598755,1.76547416240772,2.22388955582233,2.72171945701358,2.13909141895681,3.21025930101466,2.81787521079258,2.05446378439079,2.13063063063063,2.85199774901519,2.12464907355418,2.02530933633296,1.94677871148459,1.80291153415453,4.36883408071749,2.17891194615816,2.63110612015721,3.25241066364152,2.43467336683417,4.36883408071749,2.85199774901519,2.13063063063063,2.05446378439079,2.07713806595864,1.87458100558659,2.7858938547486,3.2192150297619,1.97585147962032,2.60417832493938,3.2192150297619,2.7858938547486,1.97585147962032,2.60417832493938
"Croatia","HR","HRV","Eastern",2020,1592,4.69905417024936,0.697903014416776,2.35782092772384,2.74095102909865,1.961872909699,2.09096989966555,2.8742774566474,2.72907348242812,2.2880815806246,3.4510556621881,3.06105398457584,2.20727040816327,2.37620578778135,2.83023702754644,2.21072796934866,2.04292120435618,2.0344387755102,1.95987261146497,4.33545918367347,2.27770700636943,2.65404364569961,3.42020592020592,2.51079365079365,4.33545918367347,2.83023702754644,2.37620578778135,2.20727040816327,2.12642947903431,1.99713740458015,2.93095238095238,3.22530668358714,2.06063492063492,2.75690021231422,3.22530668358714,2.93095238095238,2.06063492063492,2.75690021231422
"Croatia","HR","HRV","Eastern",2022,1563,4.62718089990817,0.747054747054747,2.16546526867628,2.51414068165337,1.82866666666667,1.91208053691275,2.75336322869955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cyprus","CY","CYP","Mediterranean",2006,995,4.45022288261516,0.923485653560043,3.96639150943396,4.47029702970297,3.63303909205549,3.55137844611529,4.99248120300752,2.20182555780933,2.14097363083164,2.9736040609137,3.13182286302781,1.75653923541247,1.81048387096774,3.09753593429158,2.16548223350254,1.94230769230769,1.88608870967742,1.80909090909091,3.66666666666667,2.22792607802875,2.31065989847716,3.3372216330859,2.1742195367573,3.66666666666667,3.09753593429158,1.81048387096774,1.75653923541247,2.05784708249497,1.85075376884422,2.58190954773869,2.98299832495812,1.95376884422111,2.67236180904523,2.98299832495812,2.58190954773869,1.95376884422111,2.67236180904523
"Cyprus","CY","CYP","Mediterranean",2008,1215,4.27728983688833,0.932915921288014,4.09017412935323,4.46144278606965,3.73100616016427,3.69230769230769,4.93010752688172,2.11818181818182,2.09098428453267,2.75722543352601,2.87219917012448,1.71015689512799,1.73162675474814,3.10622406639004,2.17647058823529,1.82450331125828,1.89265070189926,1.7869529314616,3.76155115511551,2.33360927152318,2.43010752688172,2.94014962593516,2.10905349794239,3.76155115511551,3.10622406639004,1.73162675474814,1.71015689512799,2.00206270627063,1.84279835390947,2.46056241426612,2.99252400548697,1.92263374485597,2.56886145404664,2.99252400548697,2.46056241426612,1.92263374485597,2.56886145404664
"Cyprus","CY","CYP","Mediterranean",2010,1083,4.45327102803738,0.832844574780059,3.49744376278119,3.86935286935287,3.17443120260022,3.09021739130435,3.93050193050194,2.13760603204524,1.98209236569274,2.80925401322002,2.87286527514231,1.56255879586077,1.52120640904807,3.3384030418251,2.00190839694657,1.64755639097744,1.6870876531574,1.64433962264151,3.83490566037736,2.10785241248817,2.25023518344309,2.84865900383142,2.06009389671362,3.83490566037736,3.3384030418251,1.52120640904807,1.56255879586077,1.8250469043152,1.66651031894934,2.36546278924328,3.07653220762977,1.74577861163227,2.57652582159624,3.07653220762977,2.36546278924328,1.74577861163227,2.57652582159624
"Cyprus","CY","CYP","Mediterranean",2012,1116,4.48176291793313,0.803103782735208,2.6309968847352,3.03212435233161,2.35679845708775,2.21629485935985,2.63358778625954,2.08130081300813,1.9271582733813,2.78990081154193,2.83243243243243,1.46863799283154,1.40933572710951,3.26415094339623,2.25858951175407,1.52240143369176,1.73811659192825,1.59135913591359,3.74234234234234,2.11759425493717,2.25382538253825,3.66485507246377,2.00673854447439,3.74234234234234,3.26415094339623,1.40933572710951,1.46863799283154,1.88709677419355,1.66621863799283,2.5386798088411,3.00388291517324,1.77665770609319,2.50014934289128,3.00388291517324,2.5386798088411,1.77665770609319,2.50014934289128
"Cyprus","CY","CYP","Mediterranean",2018,781,4.77605321507761,0.748261474269819,2.89873140857393,3.25510204081633,2.59670781893004,2.4869325997249,3.55007949125596,2.24516129032258,2.19121447028424,3.24481865284974,3.15762273901809,1.76735218508997,1.71113989637306,3.6941935483871,2.06572164948454,1.75096774193548,1.79691516709512,1.70913770913771,4.05161290322581,2.32516129032258,2.18322580645161,3.40207522697795,2.21778350515464,4.05161290322581,3.6941935483871,1.71113989637306,1.76735218508997,1.90733590733591,1.75321336760925,2.64577977720651,3.32347900599829,1.83033419023136,2.86100386100386,3.32347900599829,2.64577977720651,1.83033419023136,2.86100386100386
"Cyprus","CY","CYP","Mediterranean",2020,875,4.81658692185008,0.797966963151207,2.23892100192678,3.09149484536082,1.79411764705882,1.69764705882353,3.1436170212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cyprus","CY","CYP","Mediterranean",2022,685,4.768,0.764984227129337,2.78193612774451,3.43676222596965,2.41784037558685,2.30615384615385,3.55130434782609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Czech Republic","CZ","CZE","Eastern",2002,1360,4.5641592920354,0.642424242424243,3.1283255086072,3.18181818181818,2.96218825422365,,3.36108676599474,2.61806130903065,2.25859247135843,4.21035332785538,3.46908491343776,2.15862632869992,2.22452361226181,3.79115479115479,2.56229235880399,2.21018062397373,2.64420706655711,2.07136997538966,4.58592471358429,2.43826655764513,2.78624078624079,2.63012552301255,2.44922826969943,4.58592471358429,3.79115479115479,2.22452361226181,2.15862632869992,2.39033306255077,2.36241883116883,2.95218800648298,3.60715249662618,2.38097165991903,3.17343623070674,3.60715249662618,2.95218800648298,2.38097165991903,3.17343623070674
"Czech Republic","CZ","CZE","Eastern",2004,3026,4.49473100388242,0.549682875264271,2.63442546764262,2.81040892193308,2.45030498744169,2.45246734397678,3.00461183704842,2.6905132192846,2.51843043995244,3.82441278398152,3.31193693693694,2.27515479876161,2.42418498862775,3.39431054919004,2.83021868787276,2.37316318638825,2.76092843326886,2.26029962546816,4.131648434553,2.65005620082428,2.9674861221253,2.76169532187125,2.61440516913721,4.131648434553,3.39431054919004,2.42418498862775,2.27515479876161,2.62352042764414,2.52169915410077,2.96617349519474,3.34268366727383,2.58570906432748,3.0534140969163,3.34268366727383,2.96617349519474,2.58570906432748,3.0534140969163
"Czech Republic","CZ","CZE","Eastern",2008,2018,4.51632498101747,0.57753164556962,2.60772672517639,2.80999450851181,2.34089709762533,2.46084176877997,3.08752217622709,2.5414364640884,2.3761329305136,3.55840886203424,3.23939393939393,2.23336693548387,2.28979591836735,3.24054462934947,2.8367139959432,2.32679738562092,2.74558303886926,2.24070351758794,4.09607645875251,2.65324609964771,2.97536450477627,2.88645621181263,2.46346346346346,4.09607645875251,3.24054462934947,2.28979591836735,2.23336693548387,2.57932932932933,2.49197994987469,2.9164998331665,3.26576576576577,2.53628628628629,2.92663995993991,3.26576576576577,2.9164998331665,2.53628628628629,2.92663995993991
"Czech Republic","CZ","CZE","Eastern",2010,2386,4.37160883280757,0.628176549264378,2.5941805922017,2.77581261950287,2.31509945750452,2.38259292837715,2.89139836617011,2.53441641727234,2.33604452054795,3.45115681233933,3.13353370545298,2.1928999144568,2.21212121212121,3.06949806949807,2.84862778730703,2.25246041934104,2.71305841924399,2.15796232876712,3.94653550042772,2.62441113490364,2.99355946758265,2.79525862068965,2.43723313407344,3.94653550042772,3.06949806949807,2.21212121212121,2.1928999144568,2.55078958600085,2.43442973088424,2.86036420543463,3.15155071845213,2.49359795134443,2.81105892399658,3.15155071845213,2.86036420543463,2.49359795134443,2.81105892399658
"Czech Republic","CZ","CZE","Eastern",2012,2009,4.40481400437637,0.648106904231626,2.37149028077754,2.51710144927536,2.08751393534002,2.208356545961,2.7621359223301,2.58168942842691,2.3620253164557,3.32470826991375,3.03989898989899,2.26062753036437,2.2412213740458,3.12772427774962,2.83890577507599,2.28716387620497,2.749114820435,2.1942627075994,3.96412329459323,2.62690355329949,2.86483739837398,2.80894308943089,2.47669172932331,3.96412329459323,3.12772427774962,2.2412213740458,2.26062753036437,2.56484727090636,2.47272272272272,2.81544044044044,3.18971985992996,2.520875,2.81016666666667,3.18971985992996,2.81544044044044,2.520875,2.81016666666667
"Czech Republic","CZ","CZE","Eastern",2014,2148,4.22496749024707,0.588817417120238,3.1010752688172,3.26715002788622,2.84715025906736,2.83490073145246,3.77935103244838,2.64090177133655,2.35402050728548,3.3005376344086,3.04731182795699,2.28301886792453,2.15687331536388,2.92266380236305,2.77270284793122,2.49703504043127,2.68796992481203,2.12332439678284,3.74018289402905,2.52314316469322,2.78230184581976,2.69516129032258,2.49839400428266,3.74018289402905,2.92266380236305,2.15687331536388,2.28301886792453,2.63689839572192,2.40614973262032,2.76661321931231,3.05493233618234,2.52161152614728,2.71361125957598,3.05493233618234,2.76661321931231,2.52161152614728,2.71361125957598
"Czech Republic","CZ","CZE","Eastern",2016,2269,4.36726804123711,0.57546717776713,3.31470777135517,3.52447163515017,3.04742684157417,3.01561712846348,4.00224466891134,2.72343263672743,2.46279893711249,3.29148181011535,3.15364120781528,2.26418439716312,2.309915518008,2.98539176626826,2.959375,2.61480160499331,2.8270509977827,2.39733924611973,3.67301727957466,2.90412782956059,3.14476614699332,2.99598930481283,2.59774436090226,3.67301727957466,2.98539176626826,2.309915518008,2.26418439716312,2.79194333776007,2.61506183745583,2.92528735632184,3.08873933509856,2.70516784452297,2.81905182567727,3.08873933509856,2.92528735632184,2.70516784452297,2.81905182567727
"Czech Republic","CZ","CZE","Eastern",2018,2398,4.6423125794155,0.632697311361665,3.32616243961353,3.44700944386149,3.04560729716755,3.05062082139446,4.02014218009479,2.58582408198121,2.3531914893617,3.3900467886006,3.17278156996587,2.1336170212766,2.13804857264593,2.99616695059625,2.8548801369863,2.52188841201717,2.69302721088435,2.21659574468085,3.78580535486613,2.8011073253833,3.03814830690099,2.89342501074345,2.47333897587812,3.78580535486613,2.99616695059625,2.13804857264593,2.1336170212766,2.68954526136847,2.45639288738357,2.86728655959425,3.08544571187157,2.57272727272727,2.77004933051445,3.08544571187157,2.86728655959425,2.57272727272727,2.77004933051445
